index,unixTimestamp,TP9,AF7,AF8,TP10
0,1734037504384.625,-0.48828125,0,-0.48828125,0
1,1734037504388.5312,0,0,-1.46484375,0
2,1734037504392.4375,-0.9765625,-1.953125,8.7890625,-2.44140625
3,1734037504396.3438,1.953125,3.41796875,-29.296875,2.9296875
4,1734037504400.25,-6.8359375,-18.5546875,103.515625,-11.71875
5,1734037504404.1562,-13.18359375,-56.15234375,102.05078125,-70.3125
6,1734037504408.0625,8.7890625,-50.78125,-97.65625,-67.3828125
7,1734037504411.9688,10.7421875,-50.29296875,-43.45703125,26.85546875
8,1734037504415.875,5.37109375,-54.19921875,-17.578125,30.2734375
9,1734037504419.7812,-7.32421875,-37.59765625,-29.78515625,-89.35546875
10,1734037504423.6875,-3.41796875,-26.3671875,-31.25,-85.44921875
11,1734037504427.5938,51.7578125,-31.25,-28.3203125,17.08984375
0,1734037504431.5,57.6171875,-31.73828125,-25.390625,53.7109375
1,1734037504435.4062,1.953125,-38.0859375,-18.5546875,-16.6015625
2,1734037504439.3125,-7.8125,-43.45703125,-29.78515625,-91.30859375
3,1734037504443.2188,24.4140625,-30.76171875,-28.3203125,-37.59765625
4,1734037504447.125,39.0625,-23.4375,-26.85546875,20.99609375
5,1734037504451.0312,24.90234375,-29.78515625,-34.66796875,-12.20703125
6,1734037504454.9375,-6.34765625,-35.15625,-35.15625,-83.984375
7,1734037504458.8438,26.85546875,-48.33984375,-22.94921875,-18.06640625
8,1734037504462.75,78.125,-44.43359375,-15.13671875,66.89453125
9,1734037504466.6562,43.45703125,-29.296875,-26.85546875,16.6015625
10,1734037504470.5625,-4.39453125,-41.50390625,-39.55078125,-43.9453125
11,1734037504474.4688,-6.34765625,-47.8515625,-37.59765625,-29.78515625
0,1734037504478.375,16.11328125,-35.15625,-29.296875,15.13671875
1,1734037504482.2812,15.13671875,-30.2734375,-38.57421875,-11.23046875
2,1734037504486.1875,-21.484375,-43.45703125,-47.36328125,-58.10546875
3,1734037504490.0938,-25.87890625,-43.9453125,-42.96875,-56.15234375
4,1734037504494,13.18359375,-30.2734375,-39.0625,8.7890625
5,1734037504497.9062,28.3203125,-24.90234375,-35.64453125,20.01953125
6,1734037504501.8125,6.8359375,-33.69140625,-38.0859375,-29.296875
7,1734037504505.7188,-9.765625,-50.29296875,-42.96875,-45.8984375
8,1734037504509.625,6.8359375,-40.0390625,-49.31640625,-18.06640625
9,1734037504513.5312,10.7421875,-32.71484375,-60.05859375,1.46484375
10,1734037504517.4375,9.765625,-46.38671875,-57.12890625,3.90625
11,1734037504521.3438,-15.13671875,-49.8046875,-52.734375,-56.640625
0,1734037504525.25,-44.43359375,-38.57421875,-50.78125,-75.68359375
1,1734037504529.1562,11.23046875,-40.52734375,-51.7578125,-1.953125
2,1734037504533.0625,26.85546875,-53.7109375,-52.734375,10.25390625
3,1734037504536.9688,-44.43359375,-51.26953125,-53.22265625,-83.49609375
4,1734037504540.875,-34.66796875,-41.9921875,-59.5703125,-89.35546875
5,1734037504544.7812,1.46484375,-48.33984375,-57.6171875,2.9296875
6,1734037504548.6875,1.953125,-55.17578125,-54.6875,31.73828125
7,1734037504552.5938,-17.578125,-49.8046875,-52.24609375,-31.73828125
8,1734037504556.5,-34.66796875,-42.48046875,-46.38671875,-80.078125
9,1734037504560.4062,15.625,-41.50390625,-51.7578125,-16.11328125
