index,unixTimestamp,TP9,AF7,AF8,TP10
0,1734037437681.5,-0.48828125,-0.48828125,0,0
1,1734037437685.4062,0.48828125,0.48828125,-4.39453125,0.9765625
2,1734037437689.3125,-0.48828125,-3.41796875,23.92578125,-6.8359375
3,1734037437693.2188,0.48828125,3.90625,-87.40234375,13.671875
4,1734037437697.125,19.04296875,-9.765625,301.26953125,-44.921875
5,1734037437701.0312,23.4375,-64.94140625,171.38671875,-163.0859375
6,1734037437704.9375,87.40234375,-35.64453125,-475.5859375,-24.90234375
7,1734037437708.8438,92.28515625,54.19921875,-301.7578125,55.6640625
8,1734037437712.75,54.6875,71.2890625,-262.20703125,-21.97265625
9,1734037437716.6562,42.96875,20.99609375,-228.515625,-101.07421875
10,1734037437720.5625,87.890625,16.11328125,-182.12890625,-47.36328125
11,1734037437724.4688,105.95703125,84.47265625,-203.125,39.55078125
0,1734037437728.375,65.91796875,84.9609375,-228.515625,9.765625
1,1734037437732.2812,67.3828125,21.484375,-197.75390625,-65.91796875
2,1734037437736.1875,42.96875,34.66796875,-185.05859375,-109.86328125
3,1734037437740.0938,46.38671875,103.02734375,-209.9609375,-30.2734375
4,1734037437744,98.14453125,102.5390625,-204.1015625,52.24609375
5,1734037437747.9062,129.39453125,27.83203125,-163.57421875,26.85546875
6,1734037437751.8125,91.796875,9.27734375,-140.625,-59.08203125
7,1734037437755.7188,59.5703125,90.33203125,-181.640625,-47.8515625
8,1734037437759.625,82.03125,99.12109375,-216.796875,10.25390625
9,1734037437763.5312,105.95703125,19.53125,-187.01171875,16.6015625
10,1734037437767.4375,66.89453125,-12.20703125,-159.1796875,-83.984375
11,1734037437771.3438,15.625,62.5,-185.05859375,-111.328125
0,1734037437775.25,79.58984375,53.7109375,-187.01171875,24.90234375
1,1734037437779.1562,98.14453125,19.53125,-164.0625,38.0859375
2,1734037437783.0625,8.7890625,28.80859375,-159.66796875,-102.05078125
3,1734037437786.9688,-27.83203125,50.78125,-169.43359375,-126.46484375
4,1734037437790.875,56.640625,40.0390625,-167.96875,41.9921875
5,1734037437794.7812,132.8125,12.20703125,-144.04296875,118.1640625
6,1734037437798.6875,84.47265625,12.20703125,-138.671875,-1.953125
7,1734037437802.5938,29.78515625,41.015625,-153.3203125,-91.30859375
8,1734037437806.5,61.03515625,83.49609375,-168.45703125,8.7890625
9,1734037437810.4062,168.45703125,21.97265625,-139.16015625,172.36328125
10,1734037437814.3125,120.1171875,11.23046875,-119.62890625,76.66015625
11,1734037437818.2188,-70.80078125,78.61328125,-170.8984375,-183.59375
0,1734037437822.125,10.7421875,49.31640625,-174.8046875,-42.96875
1,1734037437826.0312,113.28125,42.96875,-159.66796875,130.37109375
2,1734037437829.9375,78.61328125,39.0625,-167.48046875,38.0859375
3,1734037437833.8438,27.34375,8.7890625,-165.52734375,-115.234375
4,1734037437837.75,55.17578125,8.7890625,-147.4609375,-35.15625
5,1734037437841.6562,107.91015625,22.94921875,-139.16015625,122.0703125
6,1734037437845.5625,75.68359375,25.87890625,-147.94921875,79.1015625
7,1734037437849.4688,7.8125,21.484375,-166.015625,-92.28515625
8,1734037437853.375,31.73828125,-5.37109375,-154.296875,-62.01171875
9,1734037437857.2812,98.14453125,20.01953125,-141.6015625,92.28515625
10,1734037437861.1875,56.640625,68.84765625,-169.43359375,36.62109375
11,1734037437865.0938,9.27734375,35.15625,-164.55078125,-73.73046875
0,1734037437869,58.10546875,-15.13671875,-119.140625,-34.66796875
1,1734037437872.9062,96.6796875,16.11328125,-112.3046875,84.47265625
2,1734037437876.8125,27.83203125,87.40234375,-172.8515625,19.53125
3,1734037437880.7188,19.53125,40.52734375,-173.828125,-33.69140625
4,1734037437884.625,-0.9765625,23.4375,-133.30078125,-78.61328125
5,1734037437888.5312,18.06640625,64.453125,-128.90625,4.8828125
6,1734037437892.4375,39.0625,103.515625,-149.4140625,80.078125
7,1734037437896.3438,37.109375,82.03125,-152.34375,25.390625
8,1734037437900.25,-0.48828125,62.98828125,-137.6953125,-88.37890625
9,1734037437904.1562,-20.01953125,95.703125,-150.390625,-82.03125
10,1734037437908.0625,36.62109375,88.37890625,-160.64453125,44.43359375
11,1734037437911.9688,57.12890625,68.84765625,-158.69140625,36.1328125
0,1734037437915.875,123.046875,-24.90234375,-114.2578125,41.50390625
1,1734037437919.7812,81.54296875,13.18359375,-110.83984375,-6.34765625
2,1734037437923.6875,11.23046875,104.00390625,-182.6171875,-27.34375
3,1734037437927.5938,92.28515625,44.43359375,-166.50390625,99.12109375
4,1734037437931.5,62.5,24.90234375,-134.27734375,28.3203125
5,1734037437935.4062,-8.30078125,39.55078125,-137.20703125,-93.75
6,1734037437939.3125,45.41015625,47.36328125,-148.92578125,1.953125
7,1734037437943.2188,139.6484375,16.6015625,-156.25,100.5859375
8,1734037437947.125,118.1640625,5.37109375,-139.16015625,34.1796875
9,1734037437951.0312,-44.921875,52.734375,-160.15625,-167.96875
10,1734037437954.9375,-51.26953125,47.8515625,-182.6171875,-111.328125
11,1734037437958.8438,53.22265625,27.34375,-159.66796875,95.21484375
0,1734037437962.75,38.57421875,39.55078125,-162.109375,49.31640625
1,1734037437966.6562,-42.96875,51.7578125,-173.33984375,-147.4609375
2,1734037437970.5625,-13.671875,55.6640625,-163.57421875,-109.375
3,1734037437974.4688,53.22265625,72.75390625,-162.59765625,42.96875
4,1734037437978.375,40.52734375,67.3828125,-168.45703125,33.203125
5,1734037437982.2812,5.859375,26.3671875,-151.3671875,-58.10546875
6,1734037437986.1875,-18.06640625,50.29296875,-140.625,-98.14453125
7,1734037437990.0938,79.58984375,32.71484375,-140.13671875,90.33203125
8,1734037437994,119.140625,28.80859375,-118.65234375,183.59375
9,1734037437997.9062,-42.48046875,106.93359375,-157.71484375,-65.4296875
10,1734037438001.8125,-66.89453125,53.22265625,-164.0625,-148.92578125
11,1734037438005.7188,18.5546875,41.015625,-142.08984375,-0.9765625
0,1734037438009.625,26.3671875,74.21875,-162.59765625,47.36328125
1,1734037438013.5312,23.4375,51.26953125,-161.1328125,-3.41796875
2,1734037438017.4375,23.92578125,18.06640625,-130.859375,-70.80078125
3,1734037438021.3438,30.76171875,36.62109375,-132.8125,-13.18359375
4,1734037438025.25,59.08203125,66.40625,-156.25,82.03125
5,1734037438029.1562,55.6640625,47.36328125,-149.90234375,66.89453125
6,1734037438033.0625,18.5546875,1.953125,-131.34765625,-27.83203125
7,1734037438036.9688,41.50390625,-0.9765625,-105.95703125,-8.7890625
8,1734037438040.875,14.6484375,70.80078125,-141.11328125,29.296875
9,1734037438044.7812,-6.8359375,81.54296875,-167.96875,12.20703125
10,1734037438048.6875,39.55078125,5.859375,-119.62890625,-10.7421875
11,1734037438052.5938,6.8359375,11.23046875,-100.5859375,-48.828125
0,1734037438056.5,-28.3203125,97.65625,-140.13671875,-9.27734375
1,1734037438060.4062,28.3203125,93.75,-141.6015625,79.1015625
2,1734037438064.3125,27.83203125,59.08203125,-115.234375,33.69140625
3,1734037438068.2188,-41.015625,61.03515625,-122.55859375,-103.02734375
4,1734037438072.125,-17.578125,71.77734375,-136.71875,-23.92578125
5,1734037438076.0312,47.8515625,64.453125,-120.1171875,113.28125
6,1734037438079.9375,87.40234375,21.97265625,-78.61328125,120.60546875
7,1734037438083.8438,30.76171875,37.109375,-66.89453125,5.37109375
8,1734037438087.75,-62.5,118.65234375,-118.65234375,-82.51953125
9,1734037438091.6562,27.83203125,92.7734375,-134.27734375,36.1328125
10,1734037438095.5625,78.61328125,51.26953125,-100.09765625,85.44921875
11,1734037438099.4688,-10.25390625,56.15234375,-106.4453125,-84.47265625
0,1734037438103.375,-31.25,70.3125,-130.37109375,-122.0703125
1,1734037438107.2812,63.4765625,50.29296875,-112.3046875,63.96484375
2,1734037438111.1875,115.72265625,30.76171875,-97.65625,128.41796875
3,1734037438115.0938,42.48046875,27.83203125,-105.95703125,-26.3671875
4,1734037438119,-0.48828125,12.20703125,-106.4453125,-97.65625
5,1734037438122.9062,58.10546875,20.01953125,-111.81640625,37.59765625
6,1734037438126.8125,159.1796875,-38.0859375,-86.42578125,199.70703125
7,1734037438130.7188,53.22265625,3.90625,-98.6328125,42.96875
8,1734037438134.625,-85.9375,59.5703125,-145.5078125,-204.58984375
9,1734037438138.5312,21.484375,23.4375,-118.1640625,-37.109375
10,1734037438142.4375,64.94140625,32.2265625,-104.98046875,99.12109375
11,1734037438146.3438,12.6953125,34.66796875,-121.09375,7.32421875
0,1734037438150.25,-7.32421875,-2.44140625,-107.421875,-99.609375
1,1734037438154.1562,26.3671875,-16.11328125,-82.03125,-19.04296875
2,1734037438158.0625,27.83203125,35.15625,-103.515625,74.21875
3,1734037438161.9688,-1.953125,65.91796875,-129.8828125,7.32421875
4,1734037438165.875,6.8359375,18.06640625,-102.5390625,-64.94140625
5,1734037438169.7812,18.06640625,6.8359375,-77.63671875,-52.24609375
6,1734037438173.6875,24.4140625,51.26953125,-90.8203125,33.203125
7,1734037438177.5938,26.3671875,38.57421875,-107.421875,58.59375
8,1734037438181.5,-3.90625,27.34375,-109.375,-44.921875
9,1734037438185.4062,42.96875,-5.37109375,-72.75390625,-46.875
10,1734037438189.3125,49.8046875,40.52734375,-85.44921875,46.875
11,1734037438193.2188,-37.109375,103.515625,-156.73828125,7.32421875
0,1734037438197.125,-1.953125,39.55078125,-139.16015625,-14.16015625
1,1734037438201.0312,-12.6953125,34.1796875,-118.65234375,-110.3515625
2,1734037438204.9375,-16.6015625,61.03515625,-128.90625,-83.984375
3,1734037438208.8438,32.71484375,60.546875,-137.6953125,54.19921875
4,1734037438212.75,66.40625,38.0859375,-136.23046875,62.01171875
5,1734037438216.6562,78.61328125,-2.9296875,-97.16796875,-4.39453125
6,1734037438220.5625,0.48828125,52.24609375,-113.28125,-65.4296875
7,1734037438224.4688,-19.04296875,90.8203125,-161.62109375,-5.859375
8,1734037438228.375,63.4765625,28.80859375,-138.671875,84.9609375
9,1734037438232.2812,39.55078125,7.8125,-114.2578125,-8.7890625
10,1734037438236.1875,-53.22265625,60.546875,-135.7421875,-131.8359375
11,1734037438240.0938,4.39453125,61.5234375,-141.6015625,3.90625
0,1734037438244,63.96484375,50.29296875,-125.48828125,92.7734375
1,1734037438247.9062,23.4375,51.7578125,-120.60546875,-33.203125
2,1734037438251.8125,-23.92578125,35.64453125,-125.48828125,-147.94921875
3,1734037438255.7188,6.34765625,39.0625,-130.37109375,-31.25
4,1734037438259.625,69.82421875,37.109375,-124.0234375,75.68359375
5,1734037438263.5312,52.24609375,24.90234375,-108.3984375,1.953125
6,1734037438267.4375,2.9296875,19.53125,-111.81640625,-110.3515625
7,1734037438271.3438,-2.9296875,34.1796875,-118.65234375,-59.5703125
8,1734037438275.25,76.171875,1.46484375,-103.515625,127.44140625
9,1734037438279.1562,134.765625,-12.6953125,-87.40234375,150.390625
10,1734037438283.0625,-19.04296875,75.68359375,-140.625,-143.5546875
11,1734037438286.9688,-55.6640625,55.17578125,-154.78515625,-184.5703125
0,1734037438290.875,29.296875,26.3671875,-120.1171875,10.25390625
1,1734037438294.7812,31.25,31.73828125,-128.41796875,-2.9296875
2,1734037438298.6875,15.13671875,-14.16015625,-128.90625,-128.41796875
3,1734037438302.5938,26.85546875,-29.78515625,-113.76953125,-157.71484375
4,1734037438306.5,73.73046875,4.8828125,-111.81640625,-12.20703125
5,1734037438310.4062,78.125,9.765625,-108.3984375,68.84765625
6,1734037438314.3125,65.4296875,-3.41796875,-99.609375,-28.80859375
7,1734037438318.2188,77.1484375,-26.85546875,-97.16796875,-124.51171875
8,1734037438322.125,126.953125,-43.9453125,-80.56640625,17.578125
9,1734037438326.0312,74.21875,26.3671875,-111.81640625,34.1796875
10,1734037438329.9375,23.4375,12.6953125,-139.16015625,-84.47265625
11,1734037438333.8438,33.203125,-44.921875,-104.98046875,-168.45703125
0,1734037438337.75,21.97265625,-22.94921875,-101.5625,-141.11328125
1,1734037438341.6562,25.390625,1.953125,-122.0703125,-46.38671875
2,1734037438345.5625,57.12890625,-19.53125,-115.234375,-26.85546875
3,1734037438349.4688,66.89453125,-41.015625,-91.30859375,-95.21484375
4,1734037438353.375,43.9453125,-41.015625,-93.26171875,-119.62890625
5,1734037438357.2812,53.22265625,-50.78125,-109.86328125,6.34765625
6,1734037438361.1875,57.6171875,-59.08203125,-106.4453125,26.85546875
7,1734037438365.0938,106.93359375,-137.6953125,-73.73046875,-24.90234375
8,1734037438369,68.84765625,-136.71875,-61.03515625,-94.23828125
9,1734037438372.9062,-64.453125,-31.73828125,-125.48828125,-119.140625
10,1734037438376.8125,-6.34765625,-70.3125,-129.8828125,3.41796875
11,1734037438380.7188,41.9921875,-102.5390625,-85.9375,-10.25390625
0,1734037438384.625,-29.296875,-77.63671875,-100.09765625,-171.875
1,1734037438388.5312,-61.5234375,-63.96484375,-124.51171875,-121.58203125
2,1734037438392.4375,-16.11328125,-84.47265625,-109.86328125,40.52734375
3,1734037438396.3438,14.6484375,-91.30859375,-86.9140625,32.71484375
